4,8
10,3
8,4
10,7
1,14
1,11
6,11
11,7
16,10
12,9
6,14
13,17
11,6
1,17
17,15
17,16
19,6
5,19
14,18
5,1
9,0
15,2
8,13
16,7
7,5
18,6
4,11
19,11
15,5
2,3
15,9
17,7
10,6
18,10
1,19
7,13
5,17
12,12
9,5
5,18
4,17
9,6
1,17
5,1
13,14
11,0
5,8
19,16
13,2
8,12
9,7
13,7
14,10
17,1
14,18
15,13
17,13
10,15
6,19
12,5
23,33
36,32
27,21
26,28
21,39
39,31
36,32
26,30
35,24
31,25
29,20
21,25
30,27
24,30
35,21
31,39
30,26
33,33
23,31
29,29
34,35
28,29
37,37
26,34
35,25
34,37
24,24
38,39
37,28
32,31
35,31
32,31
38,28
26,39
20,39
28,34
33,31
28,34
27,36
21,24
25,21
36,21
23,31
31,34
36,27
30,31
29,21
28,39
24,35
23,36
33,26
33,21
34,22
30,21
20,20
37,29
31,34
35,28
39,35
36,36
58,50
47,42
49,44
41,51
50,42
50,45
54,41
53,56
50,57
59,50
48,51
51,45
49,59
50,46
56,48
44,55
45,41
52,46
51,43
48,44
58,55
57,49
59,40
54,46
57,58
43,52
56,57
52,46
52,54
40,51
44,42
58,47
43,48
55,52
58,41
48,54
59,56
55,43
50,46
45,45
58,45
54,48
40,40
42,54
40,50
46,44
40,55
55,49
57,50
52,56
40,52
41,59
54,47
40,58
46,44
47,43
40,53
46,57
40,54
45,52
78,69
62,79
79,63
68,74
72,61
72,64
69,70
71,71
62,67
74,64
69,63
66,69
78,61
62,64
60,76
65,71
66,62
79,79
63,77
72,60
71,69
79,65
62,60
63,73
69,72
74,73
71,77
61,63
66,74
77,61
66,79
74,62
66,76
70,73
75,72
70,68
66,70
69,70
74,64
61,74
70,75
63,69
73,64
69,69
71,78
77,67
74,74
75,72
78,64
66,76
77,71
70,64
71,63
67,74
76,60
62,75
75,71
71,69
68,61
75,77
81,99
99,98
99,97
81,93
87,86
90,81
95,85
90,81
97,80
97,99
83,96
81,99
86,93
91,81
93,88
92,82
81,80
81,93
88,99
91,88
85,92
93,86
91,87
86,95
86,93
84,96
82,97
99,95
92,97
96,92
82,99
95,94
89,83
99,99
91,94
94,93
92,82
87,83
84,99
85,86
99,96
87,80
86,96
82,84
97,85
90,83
81,85
93,99
85,95
96,86
82,83
91,80
86,81
94,86
96,83
89,99
96,99
90,93
82,82
98,83
